LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
b $2-5 million,NEBRASKA BOOK HOLDINGS INC,4700 S 19TH ST,LINCOLN,NE,68512,424920,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/27/2020,"OneWest Bank, A Division of",NE - 01
b $2-5 million,NEBRASKA DISTRIBUTING COMPANY,10367 S 134th St,OMAHA,NE,68138,424810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,169,04/10/2020,Union Bank and Trust Company,NE - 02
b $2-5 million,"NELSON ENGINEERING CONSTRUCTION, INC.",2610 DAKOTA AVE,SOUTH SIOUX CITY,NE,68776,237990,Corporation,White,Male Owned,Non-Veteran,NA,126,04/04/2020,Central Bank,NE - 03
b $2-5 million,"NORDER SUPPLY, INC.",136 Main St,BRUNING,NE,68322,444220,Subchapter S Corporation,White,Male Owned,Unanswered,NA,131,04/08/2020,Bruning Bank,NE - 03
b $2-5 million,NORLAND INTERNATIONAL INC,2001 SW 6th St,LINCOLN,NE,68522,333241,Corporation,Unanswered,Unanswered,Unanswered,NA,136,04/03/2020,Union Bank and Trust Company,NE - 01
b $2-5 million,OMAHA TRACK INC,12390 I ST,OMAHA,NE,68137,423930,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,199,04/06/2020,Access Bank,NE - 02
b $2-5 million,"ONCOLOGY HEMATOLOGY WEST, PC",7550 MERCY RD Ste 1300,OMAHA,NE,68124,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,187,04/07/2020,"First Westroads Bank, Inc",NE - 02
b $2-5 million,ORTHMAN MANUFACTURING INC,75765 ROAD 435,LEXINGTON,NE,68850,333111,Corporation,White,Male Owned,Non-Veteran,NA,159,04/27/2020,"OneWest Bank, A Division of",NE - 03
b $2-5 million,"ORTHOWEST, PC","2725 S 144TH ST, Suite 212",OMAHA,NE,68144,621111,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,195,04/04/2020,"First Westroads Bank, Inc",NE - 02
b $2-5 million,"PAULSEN, INC",1116 East Highway 30,COZAD,NE,69130,236220,Corporation,Unanswered,Unanswered,Unanswered,NA,227,04/07/2020,Homestead Bank,NE - 03
b $2-5 million,"PCE, INC.",5120 NW 38th St,LINCOLN,NE,68524,326199,Corporation,Unanswered,Unanswered,Unanswered,NA,172,04/03/2020,West Gate Bank,NE - 01
b $2-5 million,"PENDER COMMUNITY HOSPITAL DISTRICT, INC",100 Hospital Dr,PENDER,NE,68047,622110,Corporation,White,Female Owned,Non-Veteran,NA,238,04/03/2020,Frontier Bank,NE - 01
b $2-5 million,PERKINS COUNTY HOSPITAL DISTRICT,900 Lincoln Ave,GRANT,NE,69140,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,252,04/27/2020,Sandhills State Bank,NE - 03
b $2-5 million,PHELPS MEMORIAL HEALTH CENTER,1215 Tibbals St.,HOLDREGE,NE,68949,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,258,04/06/2020,Bruning Bank,NE - 03
b $2-5 million,"PHILLIPS MANUFACTURING, INC.",4949 S. 30th Street,OMAHA,NE,68114,332999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,289,04/03/2020,Union Bank and Trust Company,NE - 02
b $2-5 million,PLAINS EQUIPMENT GROUP,150 NW 40th St,LINCOLN,NE,68528,423820,Corporation,White,Male Owned,Unanswered,NA,392,04/14/2020,Cornerstone Bank,NE - 01
b $2-5 million,PLATTE VALLEY AUTO MART INC.,400 N Jefferson St,LEXINGTON,NE,68850,423110,Corporation,White,Male Owned,Non-Veteran,NA,22,04/03/2020,Pinnacle Bank,NE - 03
b $2-5 million,"PLATTE VALLEY AUTO MART-KEARNEY, INC.",4210 2ND AVE,KEARNEY,NE,68847,423110,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,29,04/03/2020,Pinnacle Bank,NE - 03
b $2-5 million,PRAIRIE MECHANICAL CORPORATION,2842 TUCKER ST,OMAHA,NE,68112,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,149,04/06/2020,Pinnacle Bank,NE - 01
b $2-5 million,PRIME COMMUNICATIONS INC,22145 W MAPLE RD,ELKHORN,NE,68022,238210,Corporation,White,Unanswered,Unanswered,NA,191,04/07/2020,Arbor Bank,NE - 02
b $2-5 million,PROFESSIONAL RESEARCH CONSULTANTS,11326 P Street,OMAHA,NE,68137,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/15/2020,Great Western Bank,NE - 02
b $2-5 million,PROVIDENCE MEDICAL CENTER,1200 PROVIDENCE RD,WAYNE,NE,68787,622110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,204,04/06/2020,State Nebraska Bank & Trust,NE - 03
b $2-5 million,QUALITY PORK INTERNATIONAL INC.,10404 F Plaza,OMAHA,NE,68127,311612,Corporation,Unanswered,Unanswered,Unanswered,NA,499,04/06/2020,American National Bank,NE - 02
b $2-5 million,RADIO ENGINEERING INDUSTRIES,6534 L ST,OMAHA,NE,68117,334310,Corporation,White,Female Owned,Non-Veteran,NA,169,04/07/2020,Arbor Bank,NE - 02
b $2-5 million,REEFER SYSTEMS INC,13986 Valley Ridge Drive,OMAHA,NE,68138,423740,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 02
b $2-5 million,RIEKES EQUIPMENT COMPANY,6703 L Street,OMAHA,NE,68117,423830,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 02
b $2-5 million,RIVERSIDE TECHNOLOGIES INC,748 North 109th Ct,OMAHA,NE,68154,423430,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/10/2020,First National Bank of Omaha,NE - 02
b $2-5 million,"ROYAL ENGINEERED COMPOSITES, INC",1046 E. 9th Street,MINDEN,NE,68959,336413,Corporation,Unanswered,Unanswered,Unanswered,NA,250,04/03/2020,Five Points Bank,NE - 03
b $2-5 million,SAUNDERS MEDICAL CENTER,1760 COUNTY ROAD J,WAHOO,NE,68066,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,268,04/27/2020,FirstBank of Nebraska,NE - 01
b $2-5 million,SECURITY EQUIPMENT INC,2238 S 156th Circle,OMAHA,NE,68130,561621,Corporation,Unanswered,Unanswered,Unanswered,NA,190,04/04/2020,American National Bank,NE - 02
b $2-5 million,"SENIOR MARKET SALES, INC.",8420 W. DODGE RD Ste 510,OMAHA,NE,68114,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,250,04/04/2020,Foundation One Bank,NE - 02
b $2-5 million,SID DILLON BUICK INC,2627 Kendra Ln,LINCOLN,NE,68512,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,166,04/03/2020,Union Bank and Trust Company,NE - 01
b $2-5 million,SOFTWARE ENGINEERING SERVICES INC,1311 FOrt Crook Rd. S Suite 100,BELLEVUE,NE,68005,541511,Corporation,Unanswered,Unanswered,Unanswered,NA,87,04/15/2020,Great Western Bank,NE - 01
b $2-5 million,"STONEBROOK ROOFING, INC",8905 Cornhusker Highway,LINCOLN,NE,68507,238160,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,170,04/06/2020,Exchange Bank,NE - 01
b $2-5 million,STRUCTURAL COMPONENT SYSTEMS INC,1255 FRONT STREET,FREMONT,NE,68025,321214,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/04/2020,American National Bank,NE - 01
b $2-5 million,SUNRISE EXPRESS INC.,1420 S. ADA ST,GRAND ISLAND,NE,68803,484110,Corporation,Unanswered,Male Owned,Non-Veteran,NA,216,04/09/2020,Five Points Bank of Hastings,NE - 03
b $2-5 million,T-L IRRIGATION CO.,151 E HWY 6,HASTINGS,NE,68901,333111,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,192,04/09/2020,Home Federal Savings & Loan Association of Grand Island,NE - 03
b $2-5 million,TELESIS INC,729 Q ST,LINCOLN,NE,68508,541611,Corporation,Unanswered,Unanswered,Unanswered,NA,250,04/04/2020,Cornhusker Bank,NE - 01
b $2-5 million,"THE AMBASSADOR OMAHA, INC.",1540 N 72nd St,OMAHA,NE,68114,623110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/07/2020,First National Bank of Omaha,NE - 02
b $2-5 million,"THE CLARK ENERSEN PARTNERS, INC.","1010 Lincoln Mall, Suite 200",LINCOLN,NE,68508,541310,Corporation,Unanswered,Unanswered,Unanswered,NA,125,04/03/2020,Union Bank and Trust Company,NE - 01
b $2-5 million,THE COMMUNITY HOSPITAL ASSOCIATION,1301 East H Street,MC COOK,NE,69001,622110,Non-Profit Organization,White,Unanswered,Unanswered,Y,250,04/05/2020,MNB Bank,NE - 03
b $2-5 million,"THE COMMUNITY SUPPORTS NETWORK, INC",5701 Thompson Creek Blvd,LINCOLN,NE,68516,623210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,450,04/03/2020,Union Bank and Trust Company,NE - 01
b $2-5 million,"THE LUND COMPANY, INC.","450 REGENCY PKWY, ste 200",OMAHA,NE,68114,531311,Subchapter S Corporation,White,Male Owned,Unanswered,NA,332,04/05/2020,"First Westroads Bank, Inc",NE - 02
b $2-5 million,"THINK AKSARBEN, LLC",7100 CENTER RD,OMAHA,NE,68106,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,474,04/08/2020,Core Bank,NE - 02
b $2-5 million,THRASHER INC,11844 VALLEY RIDGE DR,PAPILLION,NE,68046,238290,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/05/2020,American National Bank,NE - 02
b $2-5 million,"TMCO, INC.",701 South 6th Street,LINCOLN,NE,68508,332710,Corporation,Unanswered,Unanswered,Unanswered,NA,197,04/27/2020,Union Bank and Trust Company,NE - 01
b $2-5 million,"TREGO/DUGAN AVIATION, INC",5560 E LEE BIRD DR,NORTH PLATTE,NE,69101,488190,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,1,04/03/2020,Equitable Bank,NE - 03
b $2-5 million,TROTTER INCORPORATED,300 W Railway,ARCADIA,NE,68815,424910,Corporation,Unanswered,Male Owned,Veteran,NA,NA,04/07/2020,First National Bank of Omaha,NE - 03
b $2-5 million,UNION COLLEGE,3800 South 48th Street,LINCOLN,NE,68506,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,497,05/08/2020,Union Bank and Trust Company,NE - 01
b $2-5 million,VAL LIMITED,2601 South 70th St,LINCOLN,NE,68506,722511,Corporation,Unanswered,Male Owned,Unanswered,NA,250,04/03/2020,Frontier Bank,NE - 01
b $2-5 million,VALLEY COUNTY HOSPITAL,2707 L Street,ORD,NE,68862,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,209,04/10/2020,Union Bank and Trust Company,NE - 03
b $2-5 million,VISITING NURSE ASSOCIATION OF THE MIDLANDS,12565 West Center Rd Suite 100,OMAHA,NE,68144,621610,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,NA,04/08/2020,First National Bank of Omaha,NE - 02
b $2-5 million,VOSS ELECTRIC COMPANY,1601 CUSHMAN DR,LINCOLN,NE,68512,423610,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,214,04/13/2020,Treynor State Bank,NE - 01
b $2-5 million,WERNER CONSTRUCTION INC,129 E 2ND ST,HASTINGS,NE,68901,237310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,195,04/08/2020,Five Points Bank of Hastings,NE - 03
b $2-5 million,WESTERN COOPERATIVE COMPANY,724 3RD ST,ALLIANCE,NE,69301,115210,Corporation,White,Unanswered,Unanswered,NA,212,04/04/2020,Sandhills State Bank,NE - 03
b $2-5 million,"WESTIN, INC.",11808 W Center Rd,OMAHA,NE,68144,311612,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 02
b $2-5 million,WINNEBAGO TRIBE OF NEBRASKA,225 S Bluff St,WINNEBAGO,NE,68071,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,218,04/10/2020,Liberty National Bank,NE - 01
b $2-5 million,WOODHOUSE FORD INC,2171 S HIGHWAY 30,BLAIR,NE,68008,441110,Corporation,White,Unanswered,Unanswered,NA,250,04/04/2020,Washington County Bank,NE - 01
b $2-5 million,YORK GENERAL HOSPITAL,2222 N LINCOLN AVE,YORK,NE,68467,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,471,04/06/2020,Cornerstone Bank,NE - 03
c $1-2 million,A & A DRUG CO.,224 N Park St.,FREMONT,NE,68025,446110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/10/2020,Pinnacle Bank,NE - 01
c $1-2 million,A-1 UNITED HEATING AIR & ELECTRICAL CO INC,4972 F ST,OMAHA,NE,68117,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
c $1-2 million,A1 FIBERGLASS INC.,4495 S GUNPOWDER CIR,HASTINGS,NE,68901,339999,Corporation,Unanswered,Male Owned,Unanswered,NA,156,04/03/2020,Five Points Bank,NE - 03
c $1-2 million,"ADULT & PEDIATRIC UROLOGY, PC",10707 Pacific Street,OMAHA,NE,68114,621111,Corporation,Unanswered,Unanswered,Unanswered,NA,81,04/03/2020,Five Points Bank,NE - 02
c $1-2 million,"ADVANCED MEDICAL IMAGING, LLC",7601 Pioneers Blvd,LINCOLN,NE,68506,621512,Partnership,Unanswered,Unanswered,Unanswered,NA,105,04/04/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,AF HOLDINGS INC,12330 CARY CIR,LA VISTA,NE,68128,238990,Corporation,Unanswered,Unanswered,Unanswered,NA,214,04/15/2020,"OneWest Bank, A Division of",NE - 02
c $1-2 million,AGILE TRANSFORMATION INC.,11919 Grant St,OMAHA,NE,68164,541611,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/10/2020,Great Western Bank,NE - 02
c $1-2 million,"AGRICULTURAL SERVICES, INC",2777 North Broadwell Avenue,GRAND ISLAND,NE,68803,115116,Corporation,Unanswered,Male Owned,Unanswered,NA,113,04/07/2020,Pinnacle Bank,NE - 03
c $1-2 million,"AHMO, LLC",2525 S 135TH AVE,OMAHA,NE,68144,623311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,150,04/15/2020,Central Bank of Kansas City,NE - 02
c $1-2 million,ALL MAKES OFFICE EQUIPMENT CO. OF LINCOLN,2558 Farnam Street,OMAHA,NE,68131,442110,Subchapter S Corporation,White,Male Owned,Unanswered,NA,75,04/03/2020,Security National Bank of Omaha,NE - 02
c $1-2 million,ALL NATIVE SHARED SERVICES COMPANY,1 Mission Drive,WINNEBAGO,NE,68071,921190,Corporation,Unanswered,Unanswered,Unanswered,NA,53,04/13/2020,Great Western Bank,NE - 01
c $1-2 million,ALLERGY ASTHMA IMMUNOLOGY ASSOCIATES PC,600 N Cotner Blvd Suite 208,LINCOLN,NE,68505,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,75,04/03/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,"ALLEY POYNER MACCHIETTO ARCHITECTURE, INCORPORATED",1516 Cuming St,OMAHA,NE,68102,541310,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,65,04/13/2020,Security National Bank of Omaha,NE - 02
c $1-2 million,"ALLIANCE MEDICAL STAFFING, INC",11510 Blondo St #200,OMAHA,NE,68164,561320,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/10/2020,Great Western Bank,NE - 02
c $1-2 million,"ALNACA, LLC",8330 WATER TOWER CT,LINCOLN,NE,68516,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,0,04/30/2020,Truist Bank d/b/a Branch Banking & Trust Co,NE - 01
c $1-2 million,"ANDERSON INDUSTRIAL ENGINES COMPANY, INC",13423 LYNAM DR,OMAHA,NE,68138,423830,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,81,04/15/2020,"U.S. Bank, National Association",NE - 02
c $1-2 million,ANESTHESIA WEST PC,7822 DAVENPORT ST,OMAHA,NE,68144,621111,Corporation,White,Male Owned,Unanswered,NA,62,04/14/2020,Frontier Bank,NE - 02
c $1-2 million,ANTELOPE MEMORIAL HOSPITAL,102 W 9th Street,NELIGH,NE,68756,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,153,04/03/2020,Pinnacle Bank,NE - 03
c $1-2 million,AOI CORPORATION,8801 South 137TH Circle,OMAHA,NE,68138,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 02
c $1-2 million,"ARCHRIVAL4EVER, INC.",720 O Street Suite A,LINCOLN,NE,68508,541613,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,62,04/06/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,ARR ROOFING LLC,8909 Washington Circle,OMAHA,NE,68127,238160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,100,04/04/2020,American National Bank,NE - 02
c $1-2 million,ASCHOFF CONSTRUCTION INC,86360 HIGHWAY 121,OSMOND,NE,68765,236220,Corporation,White,Male Owned,Unanswered,NA,75,04/04/2020,Midwest Bank National Association,NE - 03
c $1-2 million,ASI LLC,1321 S 20th St,OMAHA,NE,68108,812320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,149,04/03/2020,Pinnacle Bank,NE - 02
c $1-2 million,"AUTOMATED SYSTEMS, INC.",1201 Libra Drive,LINCOLN,NE,68512,511210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,104,04/03/2020,Pinnacle Bank,NE - 01
c $1-2 million,"AUTOMATIC EQUIPMENT MANUFACTURING, CO.",1 MILL RD,PENDER,NE,68047,336390,Corporation,Unanswered,Unanswered,Unanswered,NA,115,04/13/2020,Bank of the West,NE - 01
c $1-2 million,AVITURE INC,"8802 South 135th Street, Suite 500",OMAHA,NE,68138,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/05/2020,"UMB Bank, National Association",NE - 02
c $1-2 million,"B&K MECHANICAL CONTRACTORS, LLC",8720 F ST,OMAHA,NE,68127,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,93,04/07/2020,Security National Bank of Omaha,NE - 02
c $1-2 million,"BADLANDS TANK LINES, LLC",2211 S 156TH CIR Ste 2B,OMAHA,NE,68130,488510,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,97,04/14/2020,Bank of the West,NE - 02
c $1-2 million,"BARNES FAMILY GROUP, INC.",9010 S 83rd St.,LINCOLN,NE,68516,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,355,04/04/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,"BAS, INC",17130 Burt Street,OMAHA,NE,68118,441110,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/07/2020,First National Bank of Omaha,NE - 02
c $1-2 million,"BATTLE CREEK FARMERS COOPERATIE, NON-STOCK","PO BOX 10, 83755 S HIGHWAY 121",BATTLE CREEK,NE,68715,926140,Cooperative,Unanswered,Unanswered,Unanswered,NA,92,04/08/2020,Midwest Bank National Association,NE - 01
c $1-2 million,BAUER UNDERGROUND INC,3700 W NORFOLK AVE,NORFOLK,NE,68701,237130,Subchapter S Corporation,White,Male Owned,Unanswered,NA,108,04/03/2020,Frontier Bank,NE - 01
c $1-2 million,BIG IRON AUCTION COMPANY,213 Beaver St PO Box 266,SAINT EDWARD,NE,68660,454110,Corporation,Unanswered,Unanswered,Unanswered,NA,97,04/04/2020,Cornerstone Bank,NE - 01
c $1-2 million,"BLAND & ASSOCIATES, PC",450 REGENCY PKWY STE 340,OMAHA,NE,68114,541211,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/06/2020,Bankers Trust Company,NE - 02
c $1-2 million,BLUESTEM HEALTH,2246 O ST,LINCOLN,NE,68510,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,182,04/04/2020,Cornhusker Bank,NE - 01
c $1-2 million,"BOSSELMAN ENERGY, INC.","3123 W. Stolley Park Road, Suite B",GRAND ISLAND,NE,68801,424710,Subchapter S Corporation,White,Male Owned,Unanswered,NA,83,05/21/2020,Pinnacle Bank,NE - 03
c $1-2 million,BOYD JONES CONSTRUCTION COMPANY,950 S 10TH ST Suite 100,OMAHA,NE,68108,236220,Corporation,Unanswered,Unanswered,Unanswered,NA,111,04/03/2020,Centris FCU,NE - 02
c $1-2 million,BOYS & GIRLS CLUB OF THE MIDLANDS,2610 Hamilton St,OMAHA,NE,68131,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,NA,04/07/2020,First National Bank of Omaha,NE - 02
c $1-2 million,"BRANCHPATTERN, INC",2820 N 48th Street,LINCOLN,NE,68504,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,80,04/06/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,"BRESTER CONSTRUCTION, INC",1200 Infinity Court,LINCOLN,NE,68512,236116,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,71,04/03/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,"BRIGGS, INC. OF OMAHA",14549 Grover Street,OMAHA,NE,68144,423720,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
c $1-2 million,BROWNELL-TALBOT SCHOOL,400 N Happy Hollow Blvd,OMAHA,NE,68132,624410,Professional Association,Unanswered,Unanswered,Unanswered,NA,93,04/03/2020,American National Bank,NE - 02
c $1-2 million,BURLINGTON CAPITAL LLC,1004 Farnam Street,OMAHA,NE,68102,525990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,60,04/10/2020,Access Bank,NE - 02
c $1-2 million,BUTLER COUNTY HEALTH CARE CENTER,372 S 9th ST,DAVID CITY,NE,68632,622110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,125,04/27/2020,Bank of the Valley,NE - 01
c $1-2 million,CALVERT SYSTEMS ENGINEERING INC,3906 RAYNOR PKWY,BELLEVUE,NE,68123,541330,Corporation,White,Male Owned,Non-Veteran,NA,97,04/04/2020,Pinnacle Bank,NE - 01
c $1-2 million,"CAMBRIDGE MEMORIAL HOSPITAL, INC.",1305 W Highway 6 & 34,CAMBRIDGE,NE,69022,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,166,04/09/2020,Waypoint Bank,NE - 03
c $1-2 million,CAMERON GENERAL CONTRACTORS,7101 South 82nd,LINCOLN,NE,68516,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,70,04/04/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,"CAPITOL DISTRICT HOTEL, LLC",222 North 10TH ST,OMAHA,NE,68102,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/06/2020,First National Bank of Omaha,NE - 02
c $1-2 million,CAPSTONE IT,12120 SHAMROCK PLAZA STE 200,OMAHA,NE,68154,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,63,04/06/2020,American National Bank,NE - 02
c $1-2 million,CATHOLIC ARCHBISHOP OF OMAHA,2222 N 111th St,OMAHA,NE,68164,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,75,04/07/2020,American National Bank,NE - 02
c $1-2 million,CEDARS YOUTH SERVICES INC,6601 Pioneers Blvd,LINCOLN,NE,68506,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,168,04/04/2020,Union Bank and Trust Company,NE - 01
c $1-2 million,"CENTENNIAL PLASTICS, INC.",1830 Centennial Ave.,HASTINGS,NE,68902,326122,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,125,04/13/2020,"U.S. Bank, National Association",NE - 03
c $1-2 million,"CENTERPOINTE, INC.",2633 P St.,LINCOLN,NE,68503,624310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,183,04/03/2020,West Gate Bank,NE - 01
c $1-2 million,CENTRAL STATES INDUSTRIAL SUPPLY INC,8720 S 137TH CIR,OMAHA,NE,68138,423840,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
c $1-2 million,CHADRON COMMUNITY HOSPITAL COP.,825 Centennial Drive,CHADRON,NE,69337,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,NA,04/09/2020,First National Bank of Omaha,NE - 03
c $1-2 million,CHARLES DREW HEALTH CENTER INC.,2915 Grant Street,OMAHA,NE,68111,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,NA,04/09/2020,First National Bank of Omaha,NE - 02
c $1-2 million,"CHARLES SARGENT IRRIGATION, INC.",79752 Hwy 21,BROKEN BOW,NE,68822,221310,Corporation,White,Male Owned,Unanswered,NA,109,04/05/2020,Bruning Bank,NE - 03
